Samuel, Siby	16
Oh, Jun-Seok	16
Ceder, Avishai (Avi)	16
Monsere, Christopher M	16
Rashidi, Taha Hossein	16
Nash, Andrew	16
Wolshon, Brian	16
Ray, Malcolm H	16
Wu, Rongzong	16
Bogenberger, Klaus	16
Chitturi, Madhav V	16
Xu, Chengcheng	16
Harwood, Douglas W	16
Janssens, Davy	16
Yu, Xiong (Bill)	16
Kwigizile, Valerian	16
Wang, Jian	16
Kawamura, Kazuya	16
Carlson, Paul J	16
Levinson, David M	16
Walton, C Michael	16
Stevanovic, Aleksandar	16
Bahia, Hussain	16
Bennert, Thomas	15
Abdel-Aty, Mohamed A	15
Mallick, Rajib B	15
El-Basyouny, Karim	15
Ozyildirim, Celik	15
McNeil, Nathan	15
Hajj, Elie Y	15
Quddus, Mohammed A	15
Koutsopoulos, Haris N	15
Kim, Jiwon	15
Garikapati, Venu M	15
Gao, Song	15
Hossain, Mustaque	15
Puppala, Anand J	15
Karimi, Behzad	15
Quiroga, Cesar	15
Wang, Feng	15
Miwa, Tomio	15
Timm, David H	15
Day, Christopher	15
Dixit, Vinayak	15
Al-Deek, Haitham	15
Jin, Wen-Long	15
Heaslip, Kevin	15
Gibbons, Ronald	15
Ismail, Karim	15
Hamidi, Shima	15
Hajbabaie, Ali	15
Faller, Ronald K	15
Kim, Yong-Rak	15
Little, Dallas N	15
Wu, Chaozhong	15
Ermagun, Alireza	15
You, Daehyun	14
Gopalakrishnan, Kasthurirangan	14
Weidmann, Ulrich	14
Abbas, Montasir M	14
Srinivasan, Sivaramakrishnan	14
Hainen, Alexander M	14
Sturdevant, James R	14
Patil, Gopal R	14
Polak, John W	14
Han, Lee D	14
Daniels, Stijn	14
Haleem, Kirolos	14
Shaaban, Khaled	14
Park, Seri	14
Sun, Lijun	14
McGhee, Kevin K	14
Rodgers, Michael O	14
Buehler, Ralph	14
Chung, Edward	14
Wang, Yiyi	14
Liu, Zhiyuan	14
Chrysler, Susan T	14
Huang, Baoshan	14
Liu, Hongchao	14
Chen, Xuewu	14
Morgul, Ender Faruk	14
Cheng, Lin	14
Knoop, Victor L	14
Chen, Xumei	14
Boriboonsomsin, Kanok	14
Bertini, Robert L	14
Zhang, Yu	14
Sun, Xiaoduan	14
Das, Subasish	14
Ye, Zhirui	14
Tal, Gil	14
Kim, Sunghwan	14
Dixit, Vinayak V	14
Gardner, Lauren	14
Konduri, Karthik C	14
Christofa, Eleni	14
Ban, Xuegang (Jeff)	14
Ison, Stephen	14
Chow, Joseph Y J	13
Fan, Yingling	13
Edwards, J Riley	13
Zheng, Hong	13
Frey, H Christopher	13
Yang, Fei	13
Zlatkovic, Milan	13
Tsai, Yichang (James)	13
Thomas, Larry W	13
Wu, Hui	13
Ni, Ying	13
Yasmin, Shamsunnahar	13
Lu, Jian	13
Unnikrishnan, Avinash	13
Wang, Hua	13
Ciari, Francesco	13
Coelho, Margarida C	13
Schneider, Robert J	13
Underwood, B Shane	13
Srinivasan, Raghavan	13
Yan, Xinping	13
Wang, Chao	13
Chen, Ying	13
Pourabdollahi, Zahra	13
Mathew, Tom V	13
Mahapatra, Subrat	13
Stroup-Gardiner, Mary	13
Lee, Joyoung	13
Kato, Hironori	13
Lin, Pei-Sung	13
Sadek, Adel W	13
Sivakumar, Aruna	13
Kasbergen, C	13
Carrigan, Christine E	13
Smart, Michael J	13
Lyon, Craig	13
Prozzi, Jorge A	13
Qiao, Fengxiang	13
Ma, Jiaqi	13
Yu, Rongjie	13
Ullman, Gerald L	13
Wang, Xin	13
Chimba, Deo	13
Guin, Angshuman	13
Takahashi, Naoto	13
Wei, Heng	13
Schm?cker, Jan-Dirk	13
He, Xiang	13
Ozer, Hasan	13
Koonce, Peter	13
Liu, Xiang	12
Khattak, Asad	12
Cats, Oded	12
El Faouzi, Nour-Eddin	12
Yang, Fan	12
Blumenberg, Evelyn	12
Nordback, Krista	12
Manaugh, Kevin	12
Talebpour, Alireza	12
Loulakis, Michael C	12
Stamatiadis, Nikiforos	12
Vlahogianni, Eleni I	12
Kweon, Young-Jun	12
Mesbah, Mahmoud	12
Guler, S Ilgin	12
Hadas, Yuval	12
Liu, Henry X	12
Hummer, Joseph E	12
Nie, Yu (Marco)	12
Li, Wei	12
Rey, David	12
Hoegh, Kyle	12
Wu, Guoyuan	12
Remias, Stephen M	12
Kim, Karl	12
Polak, John	12
Ahmed, Mohamed M	12
Washington, Simon	12
Ulfarsson, Gudmundur F	12
Polydoropoulou, Amalia	12
Eisele, William L	12
van Lint, Hans	12
Choi, Keechoo	12
Coleri, Erdem	12
Agrawal, Asha Weinstein	12
Jha, Manoj K	12
Toledo, Tomer	12
Knodler Jr., Michael A	12
Han, Ke	12
Machemehl, Randy B	12
Zockaie, Ali	12
Arentze, Theo A	12
Wang, Qian	12
Xie, Chi	12
Le Vine, Scott	12
Li, Lin	12
Fitzsimmons, Eric J	12
Watkins, Kari	12
Weiss, W Jason	12
Bullough, John D	12
Chen, Cynthia	12
Ochieng, Washington Y	12
Mohammadian, Abolfazl	12
Xu, Hao	12
Gross, Frank	12
He, Qing	12
Greene, James	12
Chatman, Daniel G	11
Saito, Mitsuru	11
Ishak, Sherif	11
Tamp¨¨re, Chris M J	11
Tiwari, Geetam	11
Kurani, Kenneth S	11
Holguin-Veras, Jose	11
Aghdashi, Seyedbehzad	11
Anowar, Sabreena	11
Vassallo, Jose Manuel	11
Miller, Eric J	11
Chen, Xiqun (Michael)	11
Iragavarapu, Vichika	11
Ren, Gang	11
Fontaine, Michael D	11
Shladover, Steven E	11
Ma, Xiaoliang	11
Robertson, James	11
Pinjari, Abdul Rawoof	11
Hermans, Elke	11
Miranda-Moreno, Luis Fernando	11
Kepaptsoglou, Konstantinos	11
Haider, Syed Waqar	11
Dick, C Tyler	11
Li, Keping	11
Sinha, Kumares C	11
Hamdar, Samer H	11
Geistefeldt, Justin	11
Smadi, Omar	11
Vedagiri, P	11
Bhat, Chandra	11
Nassir, Neema	11
Tang, Keshuang	11
Anderson, Richard J	11
Hoogendoorn, S P	11
Dock, Stephanie	11
Chun, Sanghyun	11
Li, Jia	11
Park, Eun Sug	11
Yin, Yafeng	11
Harvey, John T	11
Abdelgawad, Hossam	11
Collura, John	11
Lownes, Nicholas E	11
Elefteriadou, Lily	11
Montella, Alfonso	11
An, Shi	11
Rose, Geoffrey	11
Susilo, Yusak O	11
Sener, Ipek N	11
Pulugurtha, Srinivas S	11
Bhaskar, Ashish	11
Lee, Hyung Suk	11
Ben-Akiva, Moshe E	11
Abou-Zeid, Maya	11
Li, Feng	11
Efthymiou, Dimitrios	11
Tompkins, Derek	11
Bradley, Mark	11
Kutay, M Emin	11
Auld, Joshua	11
Figliozzi, Miguel A	11
Brakewood, Candace	10
Murray-Tuite, Pamela	10
Quadrifoglio, Luca	10
Jang, Kitae	10
Maser, Kenneth	10
Mirchandani, Pitu	10
Willis, J Richard	10
Ryus, Paul	10
Kaparias, Ioannis	10
Nichols, Andrew P	10
Edil, Tuncer B	10
Fellendorf, Martin	10
Dissanayake, Sunanda	10
Rasouli, Soora	10
Higgins, Laura	10
Veneziano, David	10
Ettema, Dick	10
Mokhtarian, Patricia L	10
Miller-Hooks, Elise	10
Smart, Michael	10
Wang, Shuaian	10
Lee, Chungwon	10
Vandenbossche, Julie M	10
Tr¨¦panier, Martin	10
Zhang, Jian	10
Yang, Xianfeng	10
van Zuylen, Henk J	10
Deka, Devajyoti	10
Hawkins, Neal	10
Atkinson-Palombo, Carol	10
Chorus, Caspar	10
Pinjari, Abdul R	10
Zhu, Shanjiang	10
Habib, Khandker M Nurul	10
Porter, Richard J	10
Billot, Romain	10
Samimi, Amir	10
Fujiwara, Akimasa	10
Abu-Farsakh, Murad Y	10
Zollinger, Dan G	10
Lu, Qing	10
Mishra, Debakanta	10
Abdel-Rahim, Ahmed	10
Li, Qiang	10
Yamashita, Eric	10
Levinson, Herbert S	10
Radwan, Essam	10
Day, Christopher M	10
Levine, Brian	10
Kraus, Edgar	10
Duell, Melissa	10
Williams, R Christopher	10
Ahn, Kyoungho	10
Marshall, Wesley E	10
Hassan, Yasser	10
Ng, ManWo	10
Huynh, Nathan	10
Chen, Peng	10
Zhao, Jing	10
Hourdos, John	10
He, Xiaozheng	10
Mogawer, Walaa S	10
Hagiwara, Toru	10
Shinstine, Debbie S	10
Watkins, Kari Edison	10
Torbic, Darren J	10
Van Houten, Ron	10
Burris, Mark	10
Head, K Larry	10
Munehiro, Kazunori	10
Burris, Mark W	10
Yan, Xuedong	10
El-Shawarby, Ihab	10
Walubita, Lubinda F	10
Yao, Zhuo	10
Wu, Jiaorong	10
Findley, Daniel J	10
Head, Larry	10
Sharma, Anuj	10
Saat, M Rapik	10
Guerra, Erick	10
Barth, Matthew	10
Fang, Jie	10
Ferreira, Luis	10
van Lierop, Dea	10
Marasteanu, Mihai	10
Cosentino, Paul J	10
Tao, Junliang	10
Schroeder, Bastian	10
Venner, Marie	10
Feng, Yiheng	10
Bigazzi, Alexander Y	10
Guthrie, W Spencer	10
Musicant, Oren	10
Recker, Will	10
Gonzales, Eric J	10
Hassan, Hany M	10
Bekhor, Shlomo	10
Lee, Der-Horng	10
Shabanpour, Ramin	10
Grembek, Offer	10
Schultz, Grant G	10
Khani, Alireza	10
Olek, Jan	10
Mulley, Corinne	10
Stevens, Amanda L	9
Yu, Xiong	9
Songchitruksa, Praprut	9
Ralph, Kelcie	9
Hou, Tian	9
Lee, Chanyoung	9
Lotan, Tsippy	9
Al-Kaisy, Ahmed	9
Xiao, Danny X	9
Alam, Ahsan	9
Zofka, Adam	9
Ramezani, Mohsen	9
Peng, Fan	9
Nagel, Kai	9
Wei, Dali	9
Fini, Elham H	9
Park, Byungkyu (Brian)	9
Kamargianni, Maria	9
Geedipally, Srinivas Reddy	9
Nixon, Hilary	9
Wan, Xia	9
Brijs, Kris	9
Huang, Helai	9
Kamga, Camille	9
Qian, Zhendong	9
Garrow, Laurie A	9
Jeong, Eunbi	9
Protopapas, Annie	9
Ragland, David R	9
Tsamboulas, Dimitrios	9
Schrank, David L	9
Arambula, Edith	9
Hansen, Mark	9
Yang, Min	9
Khattak, Asad J	9
Abdelghany, Khaled	9
Yang, Dongyuan	9
Lu, Huapu	9
Miles, Jeffrey D	9
Gunaratne, Manjriker	9
Muhunthan, Balasingam	9
van de Ven, M F C	9
De Gruyter, Chris	9
Russo, Francesca	9
Wang, Chen	9
Jalayer, Mohammad	9
Meyer, Michael	9
Iyer, Shrisan	9
Jahangiri, Arash	9
Lee, Jae Hyun	9
Austerman, Alexander J	9
Castro, Marisol	9
Hurwitz, David S	9
Smith, Brian L	9
Stipancic, Joshua	9
Medina, Juan C	9
Cherry, Christopher R	9
Liu, Gang	9
Avineri, Erel	9
Singh, Dharamveer	9
D'Angelo, John A	9
Tran, Nam H	9
Chen, T Donna	9
Farah, Haneen	9
Zhong, Ming	9
Zhang, Hui	9
Du, Jianhe	9
Mattingly, Stephen P	9
Pratt, Michael P	9
Sharp, Stephen  R	9
Chen, Feng	9
Singleton, Patrick A	9
Wang, Liming	9
Katicha, Samer W	9
Zhang, Jun	9
Vyas, Gaurav	9
Weisbrod, Glen	9
Goodchild, Anne	9
Timmermans, Harry J P	9
Li, Jian	9
Ko, Myunghoon	9
Gibbons, Ronald B	9
Shalaby, Ahmed	9
Dong, Jing	9
Kim, Dong-Kyu	9
Miller, John S	9
Appleyard, Bruce	9
Garc¨ªa, Alfredo	9
Derrible, Sybil	9
Izevbekhai, Bernard Igbafen	9
Reid, John D	9
Leiva-Villacorta, Fabricio	9
Abdelrahman, Magdy	9
Guo, Yanyong	9
Ishida, Tateki	9
Lai, Yung-Cheng (Rex)	9
Ivan, John N	9
Ciuffo, Biagio	9
Chamorro, Alondra	9
Thompson, Paul D	9
Buttlar, William G	9
Cafiso, Salvatore	9
Farber, Steven	9
Medina, Alejandra	9
Chou, Chih-Sheng	9
Sanders, Rebecca L	9
Davis, Gary A	9
Leclercq, Ludovic	9
Fisher, Donald  L	9
Dablanc, Laetitia	9
Cools, Mario	9
Bhasin, Amit	9
Young, William	9
Zou, Yajie	9
Cherchi, Elisabetta	9
Moreno, Ana Tsui	9
Handy, Susan L	9
Chen, Xiaoming	9
Martens, Karel	9
Gkritza, Konstantina	9
Yang, Zhao	9
Moeckel, Rolf	9
Shaheen, Susan A	9
Reddy, Alla	9
Tinjum, James M	9
Xie, Yuanchang	9
Chlond, Bastian	9
Psarianos, Basil	8
DeCorla-Souza, Patrick	8
Lu, Xiao-Yun	8
Liu, Zhen	8
Li, Meng	8
Chen, Genda	8
Shiwakoti, Nirajan	8
Prato, Carlo G	8
Furth, Peter G	8
Parker, Steven	8
Hidalgo, Dario	8
Tran, Nam	8
Guo, Yuntao	8
Fries, Ryan	8
Dong, Qiao	8
Broach, Joseph	8
Merkert, Rico	8
Alecsandru, Ciprian	8
Zhang, Guohui	8
Loria-Salazar, Luis	8
Buch, Neeraj	8
Colonna, Pasquale	8
Qian, Yu	8
Harris, Devin K	8
Yildirimoglu, Mehmet	8
Gaspard, Kevin	8
Ni, Daiheng	8
Lee, Brian H Y	8
Ma, Liang	8
Liu, Yang	8
Azari, Haleh	8
Gudimettla, Jagan M	8
Sangster, John	8
Mart¨ªnez, L Miguel	8
Ryley, Tim	8
Javanmardi, Mahmoud	8
Yut, Iliya	8
Matsuzawa, Masaru	8
Han, Zhe	8
Bar-Gera, Hillel	8
Seedah, Dan P K	8
Cherrett, Tom	8
Bunker, Jonathan M	8
Lee, Young-Jae	8
Sall, Elizabeth	8
Sarasua, Wayne A	8
Azari, Hoda	8
Molin, Eric	8
Sriraj, P S	8
Vavrik, William R	8
Novales, Margarita	8
Daziano, Ricardo A	8
Gucunski, Nenad	8
Margiotta, Richard	8
Brozen, Madeline	8
Rossi, Riccardo	8
Schofer, Joseph L	8
DiPetrillo, Stephanie	8
Fatmi, Mahmudur Rahman	8
Ahn, Soyoung	8
Ranieri, Vittorio	8
Wang, Linbing	8
Ma, Rui	8
Donavan, Paul R	8
Aifadopoulou, Georgia	8
Liu, Xiaofeng	8
Wattenberg-Komas, Tanya	8
Fees, Chris A	8
Li, Dawei	8
Mir¨®, Rodrigo	8
Finley, Melisa D	8
Chen, Qiming	8
Matherly, Deborah	8
Zaabar, Imen	8
Souleyrette, Reginald R	8
Khattak, Aemal	8
Faheem, Ahmed	8
Maoh, Hanna	8
Ghosn, Michel	8
Golias, Mihalis M	8
Molenaar, A A A	8
Mitsakis, Evangelos	8
Iseki, Hiroyuki	8
Heitzman, Michael	8
Daly, Andrew	8
Jeihani, Mansoureh	8
Liu, Rongfang (Rachel)	8
Zmud, Johanna	8
Sanchez-Diaz, Ivan	8
Papadimitriou, Eleonora	8
Fernandes, Paulo	8
Du, Yuchuan	8
Zhang, Ming	8
Hawkins Jr, H Gene	8
Mallela, Jagannath	8
Kalantari, Navid	8
Papageorgiou, Markos	8
Chen, Roger B	8
Pendyala, Ram	8
Cooper, Jill F	8
Asgari, Hamidreza	8
Zhou, Fujie	8
Bligh, Roger P	8
Greene, Elizabeth	8
Ma, Jianming	8
Diefenderfer, Brian K	8
Hadiuzzaman, Md	8
Zeng, Xiaosi	8
Noyce, David  A	8
Liu, X	8
Dey, Soumya S	8
Fricker, Jon D	8
Hunter, Michael P	8
Erdogan, Sevgi	8
Li, Haojie	8
Yeo, Hwasoo	8
Lu, Qing-Chang	8
Fagnant, Daniel J	8
Sperry, Benjamin R	8
Rouphail, Nagui	8
Couto, Ant¨®nio	8
Beaton, Eric B	8
Cirillo, Cinzia	8
Block-Schachter, David	8
LaMondia, Jeffrey J	8
Horowitz, Roberto	8
Henning, Theuns F P	8
Bai, Yun	8
Kochan, Bruno	8
Handy, Susan	8
Bansal, Prateek	8
Tay, Richard	8
Van Lint, Hans	8
Wu, Yao-Jan	8
Wu, Xinkai	8
Mauriello, Filomena	8
Gao, Lu	8
Gad, Ghada M	8
Waddell, Paul	8
Coifman, Benjamin	8
Ranjitkar, Prakash	8
Li, Qing	8
Wang, Jinghui	8
Hossain, Zahid	8
Zhu, Xiaoyu	8
Wojtowicz, Jeffrey	8
Park, Hyungjun	8
Erlingsson, Sigurdur	8
Kho, Seung-Young	8
Angeloudis, Panagiotis	8
Tarko, Andrew P	8
Shankar, Venky	8
Ye, Jianhong	8
Pike, Adam M	8
Ferdous, Nazneen	8
Karoonsoontawong, Ampol	8
Gabler, Hampton C	8
Zhou, Yan	8
Kaloush, Kamil E	8
Williams, Brian	8
Enoch, Marcus	8
Zheng, Nan	8
Gastaldi, Massimiliano	8
Kattan, Lina	8
Dersch, Marcus S	8
Chen, Hao	8
Hutton, Jessica M	8
Winters, Meghan	8
Robinson, R Michael	8
Guo, Zhan	8
Dowling, Richard	8
Dubey, Subodh K	8
Qi, Yan	8
Kruse, C James	8
Schwartz, Charles W	8
Akar, Gulsah	8
Dehman, Amjad	8
Washburn, Scott	7
Hurlebaus, Stefan	7
Nakamura, Hideki	7
Li, Pengfei	7
Qiu, Shi	7
Bassani, Marco	7
Gong, Jie	7
Amador-Jimenez, Luis	7
Liu, Hao	7
Sobhani, Amir	7
Marzougui, Dhafer	7
Mu?oz, Juan Carlos	7
Llorca, Carlos	7
Wu, Zhong	7
Wu, Kun-Feng	7
Brown, Henry	7
Haddad, Jack	7
Masoud, Neda	7
Mohammadian, Abolfazl Kouros	7
Hassan, Marwa M	7
Aguiar-Moya, Jos¨¦ Pablo	7
Kumar, Amit	7
Givon, Danny	7
Miller, Matt	7
Zhu, Wei	7
Mattson, Jeremy	7
Liao, Feixiong	7
Tomiyama, Kazuya	7
Gao, H Oliver	7
Azizinamini, Atorod	7
Lu, Alex	7
Kyte, Michael	7
Holzschuher, Charles	7
Frei, Andreas	7
Lechtenberg, Karla A	7
Janson, Bruce N	7
Rahman, M M	7
Sacchi, Emanuele	7
Lu, Jian John	7
Faruk, Abu N M	7
Saphores, Jean-Daniel	7
Klein, Nicholas J	7
Musunuru, Gopikrishna	7
Olsen, Michael J	7
Wang, Xiaokun (Cara)	7
Shen, Junan	7
Vance, Colin	7
Carlson, Paul	7
Morian, Dennis	7
Benekohal, Rahim (Ray) F	7
Reimer, Bryan	7
Zimmerman, Kathryn A	7
Dimitriou, Loukas	7
Cox, Ben C	7
Adams, Teresa M	7
Dimitrijevic, Branislav	7
Steudle, Kirk T	7
Jeon, Kyunghwi	7
Zietsman, Josias	7
Huang, Yongxi	7
Prevedouros, Panos D	7
Hossain, S M Kamal	7
Eliasson, Jonas	7
Fay, Laura	7
Shin, Hyeon-Shic	7
Jiang, Nan	7
Yin, Fan	7
Xia, Jingxin	7
Guthrie, Andrew	7
Wang, Ping	7
Allahviranloo, Mahdieh	7
Carlson, Paul  J	7
Wang, Zhaohua	7
Walker, Joan L	7
Ripy, John	7
Masad, Eyad A	7
Fu, Ting	7
Zhu, Senlai	7
Garrick, Norman W	7
Yang, Shuo	7
Ji, Yuxiong	7
Sando, Thobias	7
Zhao, Fang	7
Habibian, Meeghat	7
Hu, Jianying	7
Yang, Hao	7
Meyer, Michael D	7
Taniguchi, Eiichi	7
Du, Bo	7
Park, Sangjun	7
Chen, Xiqun	7
Sun, Yanshuo	7
Turochy, Rod E	7
Sharma, Sushant	7
Shiftan, Yoram	7
Cooper III, Samuel B	7
Tasic, Ivana	7
Vanajakshi, Lelitha	7
Kergaye, Cameron	7
Gehrke, Steven R	7
Liu, Chao	7
Abdulhai, Baher	7
Sussman, Joseph M	7
Yuan, Changwei	7
Potts, Ingrid B	7
Chen, Jingxu	7
Qiu, Tony Z.	7
Weiss, Christine	7
Ozguven, Eren Erman	7
Vaziri, Manouchehr	7
Caulfield, Brian	7
Wu, Shenghua	7
Noh, Hyunsoo	7
Baladi, Gilbert Y	7
Mahmoud, Mohamed Salah	7
Cunningham, Christopher M	7
Hankey, Steve	7
Putman, Bradley J	7
Costello, Seosamh B	7
Bryce, James	7
Munigety, Caleb Ronald	7
Hong, Zihan	7
Bejleri, Ilir	7
Melo, Patricia C	7
Murphy, Michael R	7
Rudloff, Christian	7
Gosling, Geoffrey D	7
Lubin, Andrea	7
Brown, Jeffrey R	7
Pant, Pradip	7
Montufar, Jeannette	7
Pour-Rouholamin, Mahdi	7
Concas, Sisinnio	7
Bai, Lu	7
Salon, Deborah	7
Newmark, Gregory L	7
Shurbutt, Jim	7
Kaysi, Isam	7
Khoeini, Sara	7
Anupam, K	7
Rose, John M	7
Tian, Zong Z	7
Molenaar, Keith	7
Mogrovejo, Daniel E	7
Jin, Jian Gang	7
St-Aubin, Paul	7
Boyle, Linda Ng	7
Levin, Michael W	7
Wang, Xu	7
Kang, Lei	7
Bhavsar, Parth	7
Cronin, Brian	7
Carrick, Grady	7
Elhenawy, Mohammed	7
Guan, Wei	7
Pande, Anurag	7
Campbell, Shama	7
Hamedi, Masoud	7
Faghri, Ardeshir	7
Riggs, William	7
Horner, Mark W	7
Wu, Bing	7
Chen, Danjue	7
Li, Yingfeng	7
Liao, Chen-Fu	7
Bleakley, Albert M	7
Feng, Wei	7
Golias, John C	7
Cedera, Avishai Avi	7
Ni, Fujian	7
Mudigonda, Sandeep	7
Jia, Xudong	7
Chen, Jun	7
Viti, Francesco	7
Mewes, John J	7
Casello, Jeffrey M	7
Circella, Giovanni	7
Yamamoto, Toshiyuki	7
Lin, Zhenhong	7
List, George F	7
Shen, Yu	7
Tok, Andre	7
Hensher, David A	7
Hsu, Yu-Ting	7
Kockelman, Kara	7
Vigilante, Mary	7
Mwakalonge, Judith L	7
Kothuri, Sirisha	7
Scheepbouwer, Eric	7
Deng, Haopeng	7
Deakin, Elizabeth	7
Paz, Alexander	7
Cervero, Robert	7
Shaw, John W	7
Abbas, Montasir	7
Zegras, P Christopher	7
Roque, Reynaldo	7
Cunningham, Christopher	7
Fan, Wenbo	7
Lu, Yijing	7
Kawaguchi, Hirohisa	7
Davies, Jamie	7
Cheng, Wen	7
Muench, Stephen T	7
Smith, James F	7
Deng, Wei	7
Chitturi, Madhav	7
Nicholas, Michael	7
Sun, Daniel (Jian)	7
Cui, Jianxun	7
Kluttz, Robert	7
Zhou, Fang	7
Liang, Robert	6
Huntsinger, Leta F	6
Winston, Flaura K	6
Doyle, Jesse D	6
Sidharthan, Raghuprasad	6
Tian, Zong	6
Zangenehpour, Sohail	6
Lin, Jie (Jane)	6
Regehr, Jonathan D	6
Tsai, Ching	6
Fini, Ellie H	6
Sadri, Arif Mohaimin	6
Ivey, Stephanie S	6
Oldham, Daniel	6
Rasdorf, William	6
Mauga, Timur	6
Stark, Timothy D	6
Fan, Wei	6
Sandt, Adrian	6
Gonzalez, Marcelo	6
Chien, Steven I-Jy	6
Kim, Kitae	6
Kan, Cing-Dao (Steve)	6
Kanaroglou, Pavlos S	6
Nelson, Alicia	6
Zayed, Tarek	6
Ferreira, Sara	6
Zhang, Xiong	6
Punzo, Vincenzo	6
Ozyildirim, H Celik	6
Lee, Richard J	6
Mitra, Sudeshna	6
